,DBN,school_name,school_category,district_code,american_indian_or_alaskan_native,asian,black,hispanic,white,multi_racial,unknown,total_students_with_two_or_more_removals_suspensions
323,07X224,P.S./I.S. 224,junior high-intermediate-middle,7,3,3,6,3,3,3,3,8
324,07X259,"H.E.R.O. High (Health, Education, and Research Occ",high school,7,3,3,13,9,3,3,3,23
325,07X277,P.S. 277,elementary,7,3,3,3,3,3,3,3,3
326,07X296,South Bronx Academy for Applied Media,junior high-intermediate-middle,7,3,3,3,9,3,3,3,14
327,07X298,Academy of Public Relations,junior high-intermediate-middle,7,3,3,8,3,3,3,3,15
328,07X334,International Community High School,high school,7,3,3,3,7,3,3,3,8
329,07X343,Academy of Applied Mathematics and Technology,junior high-intermediate-middle,7,3,3,3,7,3,3,3,11
330,07X359,Concourse Village Elementary School,elementary,7,3,3,3,3,3,3,3,0
331,07X369,Young Leaders Elementary School,elementary,7,3,3,3,3,3,3,3,7
332,07X379,Jill Chaifetz Transfer High School,high school,7,3,3,3,3,3,3,3,0
333,07X381,Bronx Haven High School,high school,7,3,3,3,3,3,3,3,3
334,07X427,Community School for Social Justice,high school,7,3,3,3,9,3,3,3,17
335,07X456,Alfred E. Smith Campus YABC,high school,7,3,3,3,3,3,3,3,0
336,07X473,Mott Haven Village Preparatory High School,high school,7,3,3,16,3,3,3,3,23
337,07X495,University Heights Secondary School,high school,7,3,3,3,3,3,3,3,3
338,07X500,Hostos-Lincoln Academy of Science,secondary school,7,3,3,3,3,3,3,3,3
339,07X522,Bronx Design and Construction Academy,high school,7,3,3,13,11,3,3,3,25
340,07X527,Bronx Leadership Academy II High School,high school,7,3,3,3,3,3,3,3,7
341,07X533,Learning through Play Pre-K Center,district pre-k center,7,3,3,3,3,3,3,3,0
342,07X547,New Explorers High School,high school,7,3,3,10,8,3,3,3,19
343,07X548,Careers in Sports High School,high school,7,3,3,3,3,3,3,3,3
344,07X551,The Urban Assembly Bronx Academy of Letters,secondary school,7,3,3,7,10,3,3,3,18
345,07X557,Mott Haven Community High School,high school,7,3,3,3,3,3,3,3,3
346,07X584,I.S. 584,junior high-intermediate-middle,7,3,3,3,8,3,3,3,13
347,07X600,Alfred E. Smith Career and Technical Education Hig,high school,7,3,3,10,3,3,3,3,15
348,07X670,Health Opportunities High School,high school,7,3,3,14,8,3,3,3,24
349,08X014,P.S. X014 Senator John Calandra,elementary,8,3,3,3,3,3,3,3,0
350,08X036,P.S. 036 Unionport,elementary,8,3,3,3,3,3,3,3,0
351,08X048,P.S. 048 Joseph R. Drake,elementary,8,3,3,3,3,3,3,3,3
352,08X062,P.S. 062 Inocensio Casanova,elementary,8,3,3,3,3,3,3,3,0
353,08X069,P.S. 069 Journey Prep School,elementary,8,3,3,3,3,3,3,3,3
354,08X071,P.S. 071 Rose E. Scala,k-8,8,3,3,3,3,3,3,3,10
355,08X072,P.S. 072 Dr. William Dorney,elementary,8,3,3,3,3,3,3,3,3
356,08X075,P.S. 75 School of Research and Discovery,elementary,8,3,3,3,3,3,3,3,3
357,08X093,P.S. 093 Albert G. Oliver,elementary,8,3,3,3,3,3,3,3,0
358,08X100,P.S. 100 Isaac Clason,elementary,8,3,3,3,3,3,3,3,0
359,08X101,M.S. X101 Edward R. Byrne,junior high-intermediate-middle,8,3,3,3,3,3,3,3,3
360,08X107,P.S. 107,elementary,8,3,3,3,3,3,3,3,0
361,08X119,The Dr. Emmett W. Bassett School,elementary,8,3,3,3,3,3,3,3,3
362,08X123,J.H.S. 123 James M. Kieran,junior high-intermediate-middle,8,3,3,6,3,3,3,3,8
363,08X125,J.H.S. 125 Henry Hudson,junior high-intermediate-middle,8,3,3,3,6,3,3,3,12
364,08X130,P.S. 130 Abram Stevens Hewitt,elementary,8,3,3,3,3,3,3,3,3
365,08X131,J.H.S. 131 Albert Einstein,junior high-intermediate-middle,8,3,3,6,3,3,3,3,10
366,08X138,P.S. 138 Samuel Randall,elementary,8,3,3,3,3,3,3,3,8
367,08X140,P.S. X140 The Eagle School,elementary,8,3,3,3,3,3,3,3,0
368,08X146,P.S. 146 Edward Collins,elementary,8,3,3,3,3,3,3,3,0
369,08X152,P.S. 152 Evergreen,elementary,8,3,3,3,3,3,3,3,0
370,08X182,P.S. 182,elementary,8,3,3,3,3,3,3,3,3
371,08X269,Bronx Studio School for Writers and Artists,secondary school,8,3,3,3,9,3,3,3,12
372,08X282,Women's Academy of Excellence,high school,8,3,3,3,6,3,3,3,10
373,08X293,Renaissance High School for Musical Theater & Tech,high school,8,3,3,12,3,3,3,3,23
374,08X301,M.S. 301 Paul L. Dunbar,junior high-intermediate-middle,8,3,3,3,3,3,3,3,3
375,08X302,M.S. 302 Luisa Dessus Cruz,junior high-intermediate-middle,8,3,3,3,3,3,3,3,8
376,08X304,P.S. 304 Early Childhood School,elementary,8,3,3,3,3,3,3,3,0
377,08X312,Millennium Art Academy,high school,8,3,3,3,8,3,3,3,11
378,08X320,Pelham Lab High School,high school,8,3,3,3,3,3,3,3,9
379,08X332,Holcombe L. Rucker School of Community Research,high school,8,3,3,3,3,3,3,3,3
380,08X333,The Longwood Academy of Discovery,elementary,8,3,3,3,3,3,3,3,0
381,08X337,The School for Inquiry and Social Justice,junior high-intermediate-middle,8,3,3,3,9,3,3,3,13
382,08X348,Schuylerville Preparatory High School,high school,8,3,3,3,8,3,3,3,12
383,08X349,Bronx River High School,high school,8,3,3,3,9,3,3,3,17
384,08X367,"Archimedes Academy for Math, Science and Technolog",secondary school,8,3,3,12,3,3,3,3,22
385,08X371,Urban Institute of Mathematics,junior high-intermediate-middle,8,3,3,3,3,3,3,3,3
386,08X375,The Bronx Mathematics Preparatory School,junior high-intermediate-middle,8,3,3,3,8,3,3,3,12
387,08X376,Antonia Pantoja Preparatory Academy: A College Boa,secondary school,8,3,3,3,6,3,3,3,12
388,08X377,Bronx Community High School,high school,8,3,3,3,8,3,3,3,12
389,08X392,Bronx Delta School,elementary,8,3,3,3,3,3,3,3,0
390,08X405,Herbert H. Lehman High School,high school,8,3,3,3,3,3,3,3,3
391,08X408,Herbert H. Lehman Yabc,high school,8,3,3,3,3,3,3,3,0
392,08X424,The Hunts Point School,junior high-intermediate-middle,8,3,3,8,27,3,3,3,36
393,08X432,Bronx Bridges High School,high school,8,3,3,3,3,3,3,3,0
394,08X448,Soundview Academy for Culture and Scholarship,junior high-intermediate-middle,8,3,3,3,13,3,3,3,22
395,08X452,Gotham Collaborative High School,high school,8,3,3,11,23,3,3,3,36
396,08X467,Mott Hall Community School,junior high-intermediate-middle,8,3,3,3,8,3,3,3,12
397,08X507,Stevenson Yabc,high school,8,3,3,3,3,3,3,3,0
398,08X519,Felisa Rincon de Gautier Institute for Law and Pub,high school,8,3,3,3,3,3,3,3,3
399,08X530,Longwood Preparatory Academy,high school,8,3,3,3,3,3,3,3,3
400,08X537,Bronx Arena High School,high school,8,3,3,3,3,3,3,3,3
401,08X558,Westchester Square Academy,high school,8,3,3,15,21,3,3,3,39
402,08X559,School for Tourism and Hospitality,high school,8,3,3,9,20,3,3,3,30
403,08X561,Bronx Compass High School,high school,8,3,3,3,18,3,3,3,25
404,08X562,Blueprint Middle School,junior high-intermediate-middle,8,3,3,3,3,3,3,3,3
405,08X583,P.S. 583,elementary,8,3,3,3,3,3,3,3,0
406,09X004,P.S./M.S. 004 Crotona Park West,k-8,9,3,3,6,3,3,3,3,8
407,09X011,P.S. 011 Highbridge,elementary,9,3,3,3,3,3,3,3,0
408,09X022,J.H.S. 022 Jordan L. Mott,junior high-intermediate-middle,9,3,3,3,3,3,3,3,6
409,09X028,P.S. 028 Mount Hope,elementary,9,3,3,3,3,3,3,3,7
410,09X035,P.S. 035 Franz Siegel,elementary,9,3,3,3,3,3,3,3,0
411,09X042,P.S. 042 Claremont,elementary,9,3,3,3,3,3,3,3,3
412,09X053,P.S. 053 Basheer Quisim,elementary,9,3,3,3,3,3,3,3,0
413,09X055,P.S. 055 Benjamin Franklin,elementary,9,3,3,3,3,3,3,3,0
414,09X058,P.S. 058,elementary,9,3,3,3,3,3,3,3,0
415,09X063,P.S. 063 Author's Academy,elementary,9,3,3,3,3,3,3,3,3
416,09X070,P.S. 070 Max Schoenfeld,elementary,9,3,3,3,3,3,3,3,3
417,09X073,P.S. 073 Bronx,elementary,9,3,3,3,3,3,3,3,3
418,09X088,P.S. X088 - S. Silverstein Little Sparrow School,early childhood,9,3,3,3,3,3,3,3,0
419,09X109,P.S. 109 Sedgwick,elementary,9,3,3,3,3,3,3,3,3
420,09X110,P.S. 110 Theodore Schoenfeld,elementary,9,3,3,3,3,3,3,3,3
421,09X114,P.S. X114 - Luis Llorens Torres Schools,elementary,9,3,3,3,3,3,3,3,0
422,09X117,I.S. 117 Joseph H. Wade,junior high-intermediate-middle,9,3,3,3,6,3,3,3,9
423,09X126,P.S. 126 Dr Marjorie H Dunbar,elementary,9,3,3,3,3,3,3,3,0
424,09X128,Mott Hall III,junior high-intermediate-middle,9,3,3,3,3,3,3,3,3
425,09X132,P.S. 132 Garret A. Morgan,elementary,9,3,3,3,3,3,3,3,0
426,09X163,P.S. 163 Arthur A. Schomburg,elementary,9,3,3,3,3,3,3,3,0
427,09X170,P.S. 170,early childhood,9,3,3,3,3,3,3,3,0
428,09X199,P.S. 199X - The Shakespeare School,elementary,9,3,3,3,3,3,3,3,3
429,09X204,P.S. 204 Morris Heights,elementary,9,3,3,3,3,3,3,3,0
430,09X215,Kappa,junior high-intermediate-middle,9,3,3,3,3,3,3,3,7
431,09X218,P.S./I.S. 218 Rafael Hernandez Dual Language Magne,k-8,9,3,3,3,3,3,3,3,0
432,09X219,I.S. 219 New Venture School,junior high-intermediate-middle,9,3,3,6,3,3,3,3,7
433,09X227,Bronx Collegiate Academy,high school,9,3,3,3,3,3,3,3,0
434,09X229,I.S. 229 Roland Patterson,junior high-intermediate-middle,9,3,3,3,3,3,3,3,6
435,09X231,Eagle Academy for Young Men,secondary school,9,3,3,7,3,3,3,3,12
436,09X232,I.S. 232,junior high-intermediate-middle,9,3,3,3,3,3,3,3,3
437,09X236,P.S. 236 Langston Hughes,elementary,9,3,3,3,3,3,3,3,0
438,09X241,Urban Assembly School for Applied Math and Science,secondary school,9,3,3,8,3,3,3,3,14
439,09X250,Eximius College Preparatory Academy: A College Boa,high school,9,3,3,3,3,3,3,3,6
440,09X252,Mott Hall Bronx High School,high school,9,3,3,3,11,3,3,3,19
441,09X260,Bronx Center for Science and Mathematics,high school,9,3,3,3,3,3,3,3,3
442,09X263,Validus Preparatory Academy,high school,9,3,3,3,8,3,3,3,15
443,09X274,The New American Academy at Roberto Clemente State,elementary,9,3,3,6,3,3,3,3,11
444,09X294,The Walton Avenue School,elementary,9,3,3,3,3,3,3,3,0
445,09X297,Morris Academy for Collaborative Studies,high school,9,3,3,3,3,3,3,3,7
446,09X303,I.S. X303 Leadership & Community Service,junior high-intermediate-middle,9,3,3,3,3,3,3,3,0
447,09X311,Lucero Elementary School,elementary,9,3,3,3,3,3,3,3,3
448,09X313,I.S. 313 School of Leadership Development,junior high-intermediate-middle,9,3,3,3,3,3,3,3,3
449,09X323,Bronx Writing Academy,junior high-intermediate-middle,9,3,3,3,3,3,3,3,6
450,09X324,Bronx Early College Academy for Teaching & Learnin,secondary school,9,3,3,3,15,3,3,3,22
451,09X325,Urban Science Academy,junior high-intermediate-middle,9,3,3,3,3,3,3,3,7
452,09X327,Comprehensive Model School Project M.S. 327,secondary school,9,3,3,3,20,3,3,3,29
453,09X328,New Millennium Business Academy Middle School,junior high-intermediate-middle,9,3,3,3,3,3,3,3,3
454,09X329,DreamYard Preparatory School,high school,9,3,3,3,3,3,3,3,3
455,09X339,I.S. 339,junior high-intermediate-middle,9,3,3,3,3,3,3,3,3
456,09X350,New Directions Secondary School,secondary school,9,3,3,3,7,3,3,3,10
457,09X361,The Highbridge Green School,junior high-intermediate-middle,9,3,3,3,3,3,3,3,3
458,09X365,Academy for Language and Technology,high school,9,3,3,3,3,3,3,3,3
459,09X403,Bronx International High School,high school,9,3,3,3,3,3,3,3,3
460,09X404,School for Excellence,high school,9,3,3,3,8,3,3,3,14
461,09X412,Bronx High School of Business,high school,9,3,3,3,9,3,3,3,17
462,09X413,Bronx High School for Medical Science,secondary school,9,3,3,3,7,3,3,3,10
463,09X443,The Family School,elementary,9,3,3,3,3,3,3,3,3
464,09X449,Grant Avenue Elementary School,elementary,9,3,3,3,3,3,3,3,3
465,09X454,Science and Technology Academy: A Mott Hall School,junior high-intermediate-middle,9,3,3,3,3,3,3,3,0
466,09X457,Sheridan Academy for Young Leaders,elementary,9,3,3,3,3,3,3,3,0
467,09X505,"Bronx School for Law, Government and Justice",secondary school,9,3,3,3,14,3,3,3,20
468,09X517,Frederick Douglass Academy III Secondary School,high school,9,3,3,3,3,3,3,3,7
469,09X525,Bronx Leadership Academy High School,high school,9,3,3,3,3,3,3,3,3
470,09X543,High School for Violin and Dance,high school,9,3,3,3,3,3,3,3,0
471,09X555,Mount Eden Children's Academy,elementary,9,3,3,3,3,3,3,3,3
472,09X564,Claremont International HS,high school,9,3,3,3,3,3,3,3,3
473,09X568,Young Women's Leadership School of the Bronx,secondary school,9,3,3,3,3,3,3,3,7
474,09X582,Garden of Learning and Discovery Pre-K Center,district pre-k center,9,3,3,3,3,3,3,3,0
475,10X003,P.S. 3 Raul Julia Micro Society,k-8,10,3,3,3,3,3,3,3,3
476,10X007,Milton Fein School,elementary,10,3,3,3,3,3,3,3,0
477,10X008,P.S. 008 Isaac Varian,elementary,10,3,3,3,3,3,3,3,8
478,10X009,P.S. 9 Ryer Avenue Elementary School,elementary,10,3,3,3,3,3,3,3,3
479,10X015,P.S. X015 Institute for Environmental Learning,k-8,10,3,3,3,3,3,3,3,3
480,10X020,"P.S./M.S. 20 P.O.George J. Werdann, III",k-8,10,3,3,3,3,3,3,3,6
481,10X023,P.S. 023 The New Children's School,elementary,10,3,3,3,3,3,3,3,3
482,10X024,P.S. 024 Spuyten Duyvil,elementary,10,3,3,3,3,3,3,3,3
483,10X032,P.S. 032 Belmont,elementary,10,3,3,3,3,3,3,3,3
484,10X033,P.S. 033 Timothy Dwight,elementary,10,3,3,3,3,3,3,3,3
485,10X037,P.S. X037 - Multiple Intelligence School,k-8,10,3,3,3,3,3,3,3,7
486,10X045,Thomas C. Giordano Middle School 45,junior high-intermediate-middle,10,3,3,3,11,3,3,3,17
487,10X046,P.S. 046 Edgar Allan Poe,elementary,10,3,3,3,3,3,3,3,6
488,10X051,P.S. 051 Bronx New School,elementary,10,3,3,3,3,3,3,3,3
489,10X054,P.S./I.S. 54,elementary,10,3,3,3,3,3,3,3,0
490,10X056,P.S. 056 Norwood Heights,elementary,10,3,3,3,3,3,3,3,3
491,10X059,P.S. 059 The Community School of Technology,elementary,10,3,3,3,3,3,3,3,0
492,10X077,Bedford Park Elementary School,elementary,10,3,3,3,3,3,3,3,3
493,10X080,J.H.S. 080 The Mosholu Parkway,junior high-intermediate-middle,10,3,3,3,8,3,3,3,13
494,10X081,P.S. 081 Robert J. Christen,elementary,10,3,3,3,3,3,3,3,0
495,10X085,P.S. 085 Great Expectations,elementary,10,3,3,3,3,3,3,3,8
496,10X086,P.S. 086 Kingsbridge Heights,elementary,10,3,3,3,3,3,3,3,0
497,10X091,P.S. 091 Bronx,elementary,10,3,3,3,3,3,3,3,7
498,10X094,P.S. 094 Kings College School,elementary,10,3,3,10,16,3,3,3,29
499,10X095,P.S. 095 Sheila Mencher,k-8,10,3,3,3,7,3,3,3,10
500,10X118,J.H.S. 118 William W. Niles,junior high-intermediate-middle,10,3,3,29,42,3,3,3,74
501,10X141,Riverdale / Kingsbridge Academy (Middle School / H,secondary school,10,3,3,3,12,3,3,3,18
502,10X159,P.S. 159 Luis Munoz Marin Biling,elementary,10,3,3,3,3,3,3,3,0
503,10X205,P.S. 205 Fiorello LaGuardia,elementary,10,3,3,3,3,3,3,3,3
504,10X206,I.S. 206 Ann Mersereau,junior high-intermediate-middle,10,3,3,3,3,3,3,3,3
505,10X207,P.S. 207,early childhood,10,3,3,3,3,3,3,3,0
506,10X209,P.S. 209,early childhood,10,3,3,3,3,3,3,3,0
507,10X213,Bronx Engineering and Technology Academy,high school,10,3,3,3,3,3,3,3,0
508,10X225,Theatre Arts Production Company School,secondary school,10,3,3,6,3,3,3,3,10
509,10X226,P.S. 226,elementary,10,3,3,3,3,3,3,3,3
510,10X228,Jonas Bronck Academy,junior high-intermediate-middle,10,3,3,3,3,3,3,3,3
511,10X237,"The Marie Curie School for Medicine, Nursing, and",high school,10,3,3,3,3,3,3,3,7
512,10X243,West Bronx Academy for the Future,secondary school,10,3,3,3,3,3,3,3,6
513,10X244,The New School for Leadership and Journalism,junior high-intermediate-middle,10,3,3,3,10,3,3,3,13
514,10X246,P.S. 246 Poe Center,elementary,10,3,3,3,3,3,3,3,3
515,10X254,I.S. 254,junior high-intermediate-middle,10,3,3,3,3,3,3,3,7
516,10X264,Bronx Academy for Software Engineering (BASE),high school,10,3,3,7,6,3,3,3,15
517,10X268,Kingsbridge International High School,high school,10,3,3,3,3,3,3,3,3
518,10X279,"P.S. 279 Captain Manuel Rivera, Jr.",k-8,10,3,3,3,14,3,3,3,16
519,10X280,P.S./M.S. 280 Mosholu Parkway,k-8,10,3,3,3,3,3,3,3,3
520,10X284,Bronx School of Law and Finance,high school,10,3,3,3,3,3,3,3,3
521,10X291,P.S. 291,elementary,10,3,3,3,3,3,3,3,0
522,10X306,P.S. 306,elementary,10,3,3,3,3,3,3,3,0
523,10X307,Luisa Pineiro Fuentes School of Science and Discov,elementary,10,3,3,3,3,3,3,3,3
524,10X308,Bronx Dance Academy School,junior high-intermediate-middle,10,3,3,11,3,3,3,3,17
525,10X310,P.S. 310 Marble Hill,elementary,10,3,3,3,3,3,3,3,3
526,10X315,P.S. 315 Lab School,k-8,10,3,3,3,3,3,3,3,6
527,10X319,Providing Urban Learners Success In Education High,high school,10,3,3,3,3,3,3,3,0
528,10X331,The Bronx School of Young Leaders,junior high-intermediate-middle,10,3,3,3,3,3,3,3,3
529,10X340,P.S. 340,elementary,10,3,3,3,6,3,3,3,7
530,10X342,International School for Liberal Arts,secondary school,10,3,3,3,3,3,3,3,6
531,10X344,Ampark Neighborhood,elementary,10,3,3,3,3,3,3,3,0
532,10X351,Bronx Collaborative High School,high school,10,3,3,3,3,3,3,3,6
533,10X353,World View High School,high school,10,3,3,3,6,3,3,3,11
534,10X360,P.S. 360,elementary,10,3,3,3,3,3,3,3,0
535,10X363,Academy For Personal Leadership And Excellence,junior high-intermediate-middle,10,3,3,3,3,3,3,3,3
536,10X368,In-Tech Academy (M.S. / High School 368),secondary school,10,3,3,3,17,3,3,3,22
537,10X374,Knowledge and Power Preparatory Academy Internatio,high school,10,3,3,3,3,3,3,3,0
538,10X382,"Elementary School for Math, Science, and Technolog",elementary,10,3,3,3,3,3,3,3,0
539,10X386,School for Environmental Citizenship,elementary,10,3,3,3,3,3,3,3,3
540,10X390,M.S. 390,junior high-intermediate-middle,10,3,3,3,3,3,3,3,7
541,10X391,The Angelo Patri Middle School,junior high-intermediate-middle,10,3,3,11,13,3,3,3,25
542,10X396,P.S. 396,elementary,10,3,3,3,3,3,3,3,0
543,10X397,English Language Learners and International Suppor,high school,10,3,3,3,3,3,3,3,3
544,10X433,High School for Teaching and the Professions,high school,10,3,3,3,3,3,3,3,8
545,10X434,Belmont Preparatory High School,high school,10,3,3,3,3,3,3,3,0
546,10X437,Fordham High School for the Arts,high school,10,3,3,3,3,3,3,3,0
547,10X438,Fordham Leadership Academy,high school,10,3,3,3,6,3,3,3,10
548,10X439,Bronx High School for Law and Community Service,high school,10,3,3,3,3,3,3,3,3
549,10X440,DeWitt Clinton High School,high school,10,3,3,13,9,3,3,3,23
550,10X442,"Celia Cruz Bronx High School of Music, The",high school,10,3,3,3,3,3,3,3,3
551,10X445,The Bronx High School of Science,high school,10,3,3,3,3,3,3,3,3
552,10X447,Creston Academy,junior high-intermediate-middle,10,3,3,3,3,3,3,3,3
553,10X459,East Fordham Academy for the Arts,junior high-intermediate-middle,10,3,3,3,9,3,3,3,12
554,10X477,Marble Hill High School for International Studies,high school,10,3,3,3,3,3,3,3,3
555,10X503,Walton Yabc,high school,10,3,3,3,3,3,3,3,0
556,10X504,Kennedy Yabc,high school,10,3,3,3,3,3,3,3,0
557,10X524,Crotona International High School,high school,10,3,3,3,3,3,3,3,3
558,10X535,Rose Hill Pre-K Center,district pre-k center,10,3,3,3,3,3,3,3,0
559,10X546,Bronx Theatre High School,high school,10,3,3,12,3,3,3,3,15
560,10X549,Discovery High School,high school,10,3,3,3,3,3,3,3,0
561,10X565,High School for Energy and Technology,high school,10,3,3,3,3,3,3,3,8
562,10X668,Dewitt Clinton Campus YABC,high school,10,3,3,3,3,3,3,3,0
563,10X696,High School of American Studies at Lehman College,high school,10,3,3,3,3,3,3,3,0
564,10X903,T. Roosevelt Evening Hs M/W,ungraded,10,3,3,3,3,3,3,3,0
565,10X904,T. Roosevelt Evening Hs T/R,ungraded,10,3,3,3,3,3,3,3,0
566,11X016,P.S. 016 Wakefield,elementary,11,3,3,6,3,3,3,3,8
567,11X019,P.S. 019 Judith K. Weiss,k-8,11,3,3,3,3,3,3,3,7
568,11X021,P.S. 021 Philip H. Sheridan,elementary,11,3,3,3,3,3,3,3,3
569,11X041,P.S. 041 Gun Hill Road,elementary,11,3,3,3,3,3,3,3,3
570,11X068,P.S. 068 Bronx,elementary,11,3,3,6,3,3,3,3,7
571,11X076,P.S. 076 The Bennington School,elementary,11,3,3,3,7,3,3,3,11
572,11X078,P.S. 078 Anne Hutchinson,elementary,11,3,3,3,3,3,3,3,3
573,11X083,P.S. 083 Donald Hertz,k-8,11,3,3,3,13,3,3,3,18
574,11X087,P.S. 087 Bronx,elementary,11,3,3,3,3,3,3,3,3
575,11X089,P.S. 089 Bronx,k-8,11,3,3,3,3,3,3,3,3
576,11X096,P.S. 096 Richard Rodgers,elementary,11,3,3,3,3,3,3,3,0
577,11X097,P.S. 097 Bronx,elementary,11,3,3,3,3,3,3,3,0
578,11X103,P.S. 103 Hector Fontanez,elementary,11,3,3,3,3,3,3,3,7
579,11X105,P.S. 105 Sen Abraham Bernstein,elementary,11,3,3,3,3,3,3,3,0
580,11X106,P.S. 106 Parkchester,elementary,11,3,3,3,3,3,3,3,0
581,11X108,P.S. 108 Philip J. Abinanti,elementary,11,3,3,3,3,3,3,3,3
582,11X111,P.S. 111 Seton Falls,elementary,11,3,3,3,3,3,3,3,3
583,11X112,P.S. 112 Bronxwood,elementary,11,3,3,3,3,3,3,3,3
584,11X121,P.S. 121 Throop,elementary,11,3,3,3,3,3,3,3,3
585,11X127,J.H.S. 127 The Castle Hill,junior high-intermediate-middle,11,3,3,12,16,3,3,3,32
586,11X144,J.H.S. 144 Michelangelo,junior high-intermediate-middle,11,3,3,3,3,3,3,3,3
587,11X153,P.S. 153 Helen Keller,elementary,11,3,3,3,3,3,3,3,3
588,11X160,P.S. 160 Walt Disney,elementary,11,3,3,3,3,3,3,3,0
589,11X169,Baychester Academy,elementary,11,3,3,3,3,3,3,3,3
590,11X175,P.S. 175 City Island,k-8,11,3,3,3,3,3,3,3,0
591,11X178,P.S. 178 - Dr. Selman Waksman,elementary,11,3,3,3,3,3,3,3,3
592,11X180,M.S. 180 Dr. Daniel Hale Williams,junior high-intermediate-middle,11,3,3,21,3,3,3,3,24
593,11X181,I.S. 181 Pablo Casals,junior high-intermediate-middle,11,3,3,3,3,3,3,3,7
594,11X189,Cornerstone Academy for Social Action,elementary,11,3,3,3,3,3,3,3,3
595,11X194,P.S./M.S. 194,k-8,11,3,3,3,8,3,3,3,14
596,11X249,Bronx Health Sciences High School,high school,11,3,3,3,3,3,3,3,0
597,11X253,Bronx High School for Writing and Communication Ar,high school,11,3,3,10,9,3,3,3,20
598,11X265,Bronx Lab School,high school,11,3,3,9,3,3,3,3,16
599,11X270,Academy for Scholarship and Entrepreneurship: A Co,high school,11,3,3,18,8,3,3,3,27
600,11X275,High School of Computers and Technology,high school,11,3,3,20,3,3,3,3,31
601,11X287,North Bronx School of Empowerment,junior high-intermediate-middle,11,3,3,15,3,3,3,3,18
602,11X288,Collegiate Institute for Math and Science,high school,11,3,3,3,3,3,3,3,10
603,11X290,Bronx Academy of Health Careers,high school,11,3,3,10,3,3,3,3,18
604,11X299,Astor Collegiate Academy,high school,11,3,3,3,3,3,3,3,7
605,11X326,Bronx Green Middle School,junior high-intermediate-middle,11,3,3,3,3,3,3,3,3
606,11X355,Bronx Alliance Middle School,junior high-intermediate-middle,11,3,3,3,3,3,3,3,3
607,11X357,Young Voices Academy of the Bronx,elementary,11,3,3,3,3,3,3,3,0
608,11X370,Leaders of Tomorrow,junior high-intermediate-middle,11,3,3,24,11,3,3,3,38
609,11X417,C Columbus Hs Yabc,high school,11,3,3,3,3,3,3,3,0
610,11X418,Bronx High School for the Visual Arts,high school,11,3,3,3,3,3,3,3,8
611,11X455,Harry S Truman High School,high school,11,3,3,9,3,3,3,3,16
612,11X462,Cornerstone Academy for Social Action Middle Schoo,junior high-intermediate-middle,11,3,3,3,3,3,3,3,3
613,11X468,Pelham Academy of Academics and Community Engageme,junior high-intermediate-middle,11,3,3,3,3,3,3,3,0
614,11X481,The STEAM Bridge School,elementary,11,3,3,3,3,3,3,3,0
615,11X483,The Matilda Avenue School,elementary,11,3,3,3,3,3,3,3,3
616,11X498,P.S./M.S. 11X498 - VAN NEST ACADEMY,k-8,11,3,3,3,3,3,3,3,3
617,11X508,Bronxdale High School,high school,11,3,3,3,3,3,3,3,3
618,11X509,High School of Language and Innovation,high school,11,3,3,3,17,3,3,3,23
619,11X513,New World High School,high school,11,3,3,3,3,3,3,3,3
620,11X514,The Bronxwood Preparatory Academy,high school,11,3,3,13,3,3,3,3,18
621,11X529,One World Middle School at Edenwald,junior high-intermediate-middle,11,3,3,3,3,3,3,3,3
622,11X532,Baychester Middle School,junior high-intermediate-middle,11,3,3,3,3,3,3,3,3
623,11X534,District 11 Pre-K Center,district pre-k center,11,3,3,3,3,3,3,3,0
624,11X542,Pelham Preparatory Academy,high school,11,3,3,3,3,3,3,3,9
625,11X544,High School for Contemporary Arts,high school,11,3,3,3,3,3,3,3,7
626,11X545,Bronx Aerospace High School,high school,11,3,3,10,3,3,3,3,17
627,11X556,Bronx Park Middle School,junior high-intermediate-middle,11,3,3,3,3,3,3,3,3
628,11X566,Pelham Gardens Middle School,junior high-intermediate-middle,11,3,3,3,6,3,3,3,12
629,11X567,Linden Tree Elementary School,elementary,11,3,3,3,3,3,3,3,3
630,11X901,Evander Childs Evening H.S.,ungraded,11,3,3,3,3,3,3,3,0
631,12X006,P.S. 006 West Farms,elementary,12,3,3,3,3,3,3,3,9
632,12X044,P.S. 044 David C. Farragut,elementary,12,3,3,3,3,3,3,3,3
633,12X047,P.S. 047 John Randolph,elementary,12,3,3,3,3,3,3,3,0
634,12X057,P.S. 057 Crescent,elementary,12,3,3,3,3,3,3,3,3
635,12X061,P.S. 061 Francisco Oller,elementary,12,3,3,3,3,3,3,3,0
636,12X066,P.S. 066 School of Higher Expectations,elementary,12,3,3,3,3,3,3,3,7
637,12X067,P.S. 067 Mohegan School,elementary,12,3,3,3,3,3,3,3,3
638,12X092,P.S. 092 Bronx,elementary,12,3,3,3,3,3,3,3,0
639,12X098,J.H.S. 098 Herman Ridder,junior high-intermediate-middle,12,3,3,7,3,3,3,3,12
640,12X129,M.S. 129 Academy for Independent Learning and Lead,junior high-intermediate-middle,12,3,3,3,3,3,3,3,8
641,12X134,P.S. 134 George F. Bristow,elementary,12,3,3,3,3,3,3,3,0
642,12X150,P.S. 150 Charles James Fox,elementary,12,3,3,7,3,3,3,3,13
